개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,사용안내전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
뫼골문화공원 농구장,뫼골문화공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"8599",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 산곡동 58-3,인천광역시 부평구청,032-509-6443,37.513991,126.700665,2021/03/25,"3540000",인천광역시 부평구
마장공원 농구장,마장공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"15020",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 산곡동 261-1,인천광역시 부평구청,032-509-6443,37.500735,126.707336,2021/03/25,"3540000",인천광역시 부평구
후정공원 농구장,후정공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"22796",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 삼산동 386,인천광역시 부평구청,032-509-6443,37.523495,126.742976,2021/03/25,"3540000",인천광역시 부평구
구산공원 농구장,구산공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"5473",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 구산동 361,인천광역시 부평구청,032-509-6443,37.475876,126.748541,2021/03/25,"3540000",인천광역시 부평구
영성공원 농구장,영성공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"10523",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 삼산동 388-2,인천광역시 부평구청,032-509-6443,37.521625,126.740421,2021/03/25,"3540000",인천광역시 부평구
세영공원 농구장,세영공원,농구장,연중무휴,0:00,0:00,0:00,0:00,N,,"10105",,,https://www.icbp.go.kr/reservation/facilities/public/shape.jsp,,인천광역시 부평구 부개동 500-2,인천광역시 부평구청,032-509-6443,37.499809,126.736751,2021/03/25,"3540000",인천광역시 부평구
청라복합문화센터 수영장,청라복합문화센터,체육관,매주 일요일+근로자의날,6:00,21:00,6:00,17:00,Y,,,성인풀+어린이풀+스파풀+신발보관함+개인사물함+샤워장,인터넷+방문,http://www.issi.or.kr/ccca/design/contents.asp?code=501110&left=2,인천광역시 서구 청라대로 26,인천광역시 서구 청라동 106-2,인천광역시서구시설관리공단,032-580-1196,37.52452045,126.6339409,2021/03/12,"3560000",인천광역시 서구
청라복합문화센터 휘트니스룸,청라복합문화센터,체육관,매주 일요일+근로자의날,6:00,21:00,6:00,17:00,N,,,운동기구+개인사물함+샤워장,방문,http://www.issi.or.kr/ccca/design/contents.asp?code=501110&left=2,인천광역시 서구 청라대로 26,인천광역시 서구 청라동 106-2,인천광역시서구시설관리공단,032-580-1196,37.52452045,126.6339409,2021/03/12,"3560000",인천광역시 서구
각골체육관,각골체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"150","600","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10003/40001/contents.do,경기도 안산시 상록구 석호로 400(본오동),경기도 안산시 상록구 본오동 728,경기도 안산시 안산도시공사,031-417-4802,37.292583,126.875199,2020/05/31,"3930000",경기도 안산시
점섬체육관,점섬체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"400","883.89","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10012/40010/contents.do,경기도 안산시 상록구 성호로 190 (부곡동),경기도 안산시 상록구 부곡동 705,경기도 안산시 안산도시공사,031-418-8057,37.320162,126.858005,2020/05/31,"3930000",경기도 안산시
감골시민홀,감골시민홀,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:30,6:00,22:30,Y,"1000","1120","냉난방시설, 음향시설, 관람석,무대",인터넷,http://www.ansanuc.net/home/10004/40002/contents.do,경기도 안산시 상록구 석호로 226(사동),경기도 안산시 상록구 사동 1342,경기도 안산시 안산도시공사,031-417-5013,37.293314,126.855367,2020/05/31,"3930000",경기도 안산시
구룡체육관,구룡체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,23:00,6:00,23:00,Y,"200","598","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10006/40004/contents.do,경기도 안산시 상록구 구룡체육관로 21(이동),경기도 안산시 상록구 이동 609-3,경기도 안산시 안산도시공사,031-417-5013,37.308223,126.860513,2020/05/31,"3930000",경기도 안산시
시낭운동장,시낭운동장,축구장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"5000","32275","음향, 조명",인터넷,http://www.ansanuc.net/home/10029/40023/contents.do,경기도 안산시 상록구 시낭로 45(부곡동),경기도 안산시 상록구 부곡동 719-1,경기도 안산시 안산도시공사,031-481-4990,37.334109,126.855373,2020/05/31,"3930000",경기도 안산시
시립호수테니스장,시립호수테니스장,테니스장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"1000","19208.1",음향장비,방문.전화,http://www.ansanuc.net/home/10051/40043/contents.do,경기도 안산시 단원구 적금로 9(고잔동),경기도 안산시 단원구 고잔동 713-3,경기도 안산시 안산도시공사,031-480-7003,37.309076,126.824563,2020/05/31,"3930000",경기도 안산시
시랑생활체육관,시랑생활체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",8:00,22:00,6:00,22:00,Y,"100","610","냉난방시설 ,음향시설",인터넷,http://www.ansanuc.net/home/10007/40005/contents.do,경기도 안산시 상록구 시낭로 45(부곡동),경기도 안산시 상록구 부곡동 719-1,경기도 안산시 안산도시공사,031-482-8802,37.334109,126.855373,2020/05/31,"3930000",경기도 안산시
와동체육관,와동체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"1000","1066","냉난방시설 ,음향시설, 관람석, 무대",인터넷,http://www.ansanuc.net/home/10011/40009/contents.do,경기도 안산시 단원구 화정천동로 396(와동),경기도 안산시 단원구 와동 813,경기도 안산시 안산도시공사,031-414-5544,37.340027,126.818937,2020/05/31,"3930000",경기도 안산시
검단복지회관 체육관,검단복지회관,체육관,매주 일요일+법정공휴일,6:00,22:00,6:00,22:00,Y,,,농구장+배드민턴장,인터넷+방문,http://www.issi.or.kr/welfare/design/contents.asp?code=1511&left=2,인천광역시 서구 완정로92번길 18,인천광역시 서구 마전동 998-5,인천광역시서구시설관리공단,032-561-4115,37.60056457,126.6653484,2021/03/12,"3560000",인천광역시 서구
검단복지회관 탁구장,검단복지회관,체육관,매주 일요일+법정공휴일,6:00,22:00,6:00,22:00,N,,,탁구장,인터넷+방문,http://www.issi.or.kr/welfare/design/contents.asp?code=1511&left=2,인천광역시 서구 완정로92번길 18,인천광역시 서구 마전동 998-5,인천광역시서구시설관리공단,032-561-4115,37.60056457,126.6653484,2021/03/12,"3560000",인천광역시 서구
검단복지회관 농구장,검단복지회관,농구장,연중무휴,6:00,22:00,6:00,22:00,N,,,농구장,인터넷+방문,http://www.issi.or.kr/welfare/design/contents.asp?code=1511&left=2,인천광역시 서구 완정로92번길 18,인천광역시 서구 마전동 998-5,인천광역시서구시설관리공단,032-561-4115,37.60056457,126.6653484,2021/03/12,"3560000",인천광역시 서구
검단복지회관 테니스장,검단복지회관,테니스장,연중무휴,6:00,22:00,6:00,22:00,N,,,테니스장,인터넷+방문,http://www.issi.or.kr/welfare/design/contents.asp?code=1511&left=2,인천광역시 서구 완정로92번길 18,인천광역시 서구 마전동 998-6,인천광역시서구시설관리공단,032-561-4115,37.6005633,126.6653486,2021/03/12,"3560000",인천광역시 서구
양산종합운동장 보조경기장,양산종합운동장,축구장,연중무휴,7:00,23:00,7:00,23:00,Y,"200","8085",본부석+ 관람석+ 음향시스템,인터넷,http://ycs.yssisul.or.kr/stms/img/sub01/img02_3.gif,경상남도 양산시 양산대로 849,경상남도 양산시 북부동 533,경상남도 양산시시설관리공단,055-379-8530,35.344816,129.030036,2020/10/22,"5380000",경상남도 양산시
양산종합운동장테니스장,양산종합운동장,테니스장,연중무휴,7:00,23:00,7:00,23:00,Y,"50",,관람석+ 음향시스템,방문+ 전화,,경상남도 양산시 양산대로 849,경상남도 양산시 북부동 533,경상남도 양산시 테니스협회,055-362-7795,35.344816,129.030036,2020/10/22,"5380000",경상남도 양산시
웅상문화체육센터 헬스장,웅상문화체육센터,체육관,1/1+설날+추석+1주 일요일+3주 일요일,6:00,22:00,9:00,18:00,Y,"50","433",러닝머신외 41종,방문,http://ycs.yssisul.or.kr/stms/img/sub03/img02_2.gif,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,055-379-8585,35.395521,129.155638,2020/10/22,"5380000",경상남도 양산시
웅상문화체육센터 골프장,웅상문화체육센터,골프장,1/1+설날+추석+1주 일요일+3주 일요일,6:00,22:00,9:00,18:00,Y,"40","189",5타석,방문,http://ycs.yssisul.or.kr/stms/img/sub03/img02_4.gif,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,055-379-8585,35.395521,129.155638,2020/10/22,"5380000",경상남도 양산시
합천체육관,합천체육관,체육관,신정+추석+설날+매주 월요일,6:00,21:00,6:00,21:00,Y,"3000","1608",,방문+팩스,,경상남도 합천군 합천읍 장수로 1,경상남도 합천군 합천읍 합천리 923-1,경상남도 합천군청,055-930-4933,35.561544,128.153331,2021/04/30,"5480000",경상남도 합천군
합천공설운동장 축구장,합천공설운동장,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,"5000","7446",,방문+팩스,,경상남도 합천군 합천읍 장수로 1-1,경상남도 합천군 합천읍 합천리 930,경상남도 합천군청,055-930-4933,35.561909,128.152271,2021/04/30,"5480000",경상남도 합천군
합천공설운동장 육상경기장,합천공설운동장,다목적경기장,연중무휴,9:00,18:00,9:00,18:00,Y,"5000","14465",,방문+팩스,,경상남도 합천군 합천읍 장수로 1-1,경상남도 합천군 합천읍 합천리 930,경상남도 합천군청,055-930-4933,35.561909,128.152298,2021/04/30,"5480000",경상남도 합천군
군민체육공원 인조1구장,군민체육공원,축구장,연중무휴,9:00,18:00,9:00,18:00,Y,,"7140",,방문+팩스,,,경상남도 합천군 합천읍 합천리 1364-75,경상남도 합천군청,055-930-4933,35.562618,128.152246,2021/04/30,"5480000",경상남도 합천군
회현체육센터,회현체육센터,골프장,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:30,18:00,Y,,"617",,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동1가 115,서울특별시 중구시설관리공단,02-2280-8430,37.556268,126.9816226,2020/02/06,B552067,서울특별시중구시설관리공단
올림픽기념국민생활관,올림픽기념국민생활관,체육관,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"1092",,"냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10010/40008/contents.do,경기도 안산시 단원구 적금로 202(고잔동),경기도 안산시 단원구 고잔동 604,경기도 안산시 안산도시공사,031-481-4954,37.326287,126.828189,2020/05/31,"3930000",경기도 안산시
상록수체육관,상록수체육관 대체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"2700",,"냉난방시설,음향시설, 전광판, 관람석2,535개",방문,http://www.ansanuc.net/home/10008/40006/contents.do,경기도 안산시 상록구 용신로 422(본오동),경기도 안산시 상록구 본오동 1111-20,경기도 안산시 안산도시공사,031-8085-7400,37.300955,126.868576,2020/05/31,"3930000",경기도 안산시
상록수체육관,상록수체육관 다목적체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"150","621.92","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10008/40006/contents.do,경기도 안산시 상록구 용신로 422(본오동),경기도 안산시 상록구 본오동 1111-20,경기도 안산시 안산도시공사,031-8085-7400,37.300955,126.868576,2020/05/31,"3930000",경기도 안산시
성포생활체육관,성포생활체육관,다목적경기장,"설날연휴 및 추석 연휴기간,안전점검의 날(월1회)",6:00,22:00,6:00,22:00,Y,"100","404.09","냉난방시설, 음향시설",인터넷,http://www.ansanuc.net/home/10009/40007/contents.do,경기도 안산시 상록구 예술광장1로 80(성포동),경기도 안산시 상록구 성포동 593-21,경기도 안산시 안산도시공사,031-481-8055,37.32696,126.848018,2020/05/31,"3930000",경기도 안산시
충무스포츠센터,충무스포츠센터,체육관,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:30,18:00,Y,,"280",,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_10.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,02-2280-8400,37.566062,127.0148131,2020/02/06,B552067,서울특별시중구시설관리공단
충무스포츠센터,충무스포츠센터,체육관,"매월 둘째, 넷째주 일요일, (대체)공휴일",9:00,18:00,9:30,18:00,Y,,"392",,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_08.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,02-2280-8400,37.566062,127.0148131,2020/02/06,B552067,서울특별시중구시설관리공단
충무스포츠센터,충무스포츠센터,골프장,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:30,18:00,Y,,"1903",,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_03.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,02-2280-8400,37.566062,127.0148131,2020/02/06,B552067,서울특별시중구시설관리공단
회현체육센터,회현체육센터,체육관,"매월 둘째, 넷째주 일요일, (대체)공휴일",6:00,22:00,9:30,18:00,Y,"20","169",음향장비,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동1가 115,서울특별시 중구시설관리공단,02-2280-8430,37.556268,126.9816226,2020/02/06,B552067,서울특별시중구시설관리공단
양산종합운동장 주경기장,양산종합운동장,축구장,연중무휴,7:00,23:00,7:00,23:00,Y,"30000","76486",전광판+ 관람석+ 음향시스템,인터넷,http://ycs.yssisul.or.kr/stms/img/sub01/img02_1.gif,경상남도 양산시 양산대로 849,경상남도 양산시 북부동 533,경상남도 양산시시설관리공단,055-379-8530,35.344816,129.030036,2020/10/22,"5380000",경상남도 양산시
양산종합운동장 실내체육관,양산종합운동장,체육관,연중무휴,7:00,23:00,7:00,23:00,Y,"3409","6104",가변석+ 음향시스템,인터넷,http://ycs.yssisul.or.kr/stms/img/sub01/img02_2.gif,경상남도 양산시 양산대로 849,경상남도 양산시 북부동 533,경상남도 양산시시설관리공단,055-379-8530,35.344816,129.030036,2020/10/22,"5380000",경상남도 양산시
