야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,1일최대수용인원수,편의시설,안전시설,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
구름계곡캠핑장,야영장,37.88762012,127.5387815,경기도 가평군 북면 제령아랫말길 69,경기도 가평군 북면 제령리 219-2외1필지,000-0000-0000,13,52,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
코끼리캠핑장,야영장,37.95891929,127.5269673,경기도 가평군 북면 화악산로 1217-2,경기도 가평군 북면 화악리 1007-2외 2필지,000-0000-0000,8,32,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
여우가달을사랑할때,야영장,37.81189105,127.4309549,경기도 가평군 가평읍 태봉두밀로596번길 78-16,경기도 가평군 가평읍 두밀리 590외1필지,000-0000-0000,11,44,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
가평오렌지캠프,야영장,37.9133344,127.5764832,경기도 가평군 북면 멱골로272번길 7,경기도 가평군 북면 목동리 344-1,000-0000-0000,29,116,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
홀리데이캠프캠핑장,야영장,37.6041075,127.4941677,경기도 가평군 설악면 유명로 654-82,경기도 가평군 설악면 가일리 180-14,000-0000-0000,20,80,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
녹천캠핑,야영장,37.8457268,127.3485402,경기도 가평군 조종면 운악청계로333번길 55-19 녹천농원,경기도 가평군 조종면 신상리 297-3,000-0000-0000,14,56,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
파마스힐캠핑장,야영장,37.79196105,127.3592228,경기도 가평군 상면 한사간길 85-56,경기도 가평군 상면 523,000-0000-0000,14,56,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
레이크캠핑장,야영장,37.7217014,127.4278949,경기도 가평군 설악면 유명로 2570,"경기도 가평군 설악면 회곡리 744-1, 744-15",000-0000-0000,6,24,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
캠핑스마일,야영장,37.8456302,127.3850316,경기도 가평군 조종면 연인산로474번길 91-27,"경기도 가평군 조종면 마일리 302,302-1",000-0000-0000,22,88,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
the 休 글램핑,야영장,37.523392,127.460824,경기도 양평군 옥천면 옥천체육공원길 4,경기도 양평군 옥천면 옥천리 514-1,031-774-4545,9,36,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
왕터주식회사,야영장,37.729606,127.559563,,강원도 춘천시 남면 박암리 10-2번지,000-0000-0000,23,92,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
춘천Believing(빌리빙)캠핑장,야영장,37.97684953,127.6278999,강원도 춘천시 사북면 화악지암길 600-112,강원도 춘천시 사북면 지암리 52번지,000-0000-0000,10,40,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
도래재별빛마을캠핑장,야영장,35.56110813,128.9420007,경상남도 밀양시 단장면 도래재로 578-10,경상남도 밀양시 단장면 구천리 1852-7외 1필지,000-0000-0000,30,120,"화장실,샤워실,개수대,","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
자연속캠핑장,자동차야영장,35.55211775,128.8623282,경상남도 밀양시 산내용전길 155-17(산내면),경상남도 밀양시 산내면 용전리 403-1외 2필지,000-0000-0000,15,100,"전기시설,가족목욕탕, 간이수영장","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
밀양유원지야영장,자동차야영장,35.49315787,128.9285868,경상남도 밀양시 단장면 고례로 855(단장면),경상남도 밀양시 단장면 고례리 1511 외 4필지,000-0000-0000,6,25,"전기시설,샤워실,개수대,야외수영장,매점,노래방","소화기, CCTV,",055-351-0088,밀양시청,2019-06-05,6480000,경상남도
물안개 오토캠핑장,야영장,35.49176058,128.9267022,경상남도 밀양시 단장면 고례로 823-10,경상남도 밀양시 단장면 고례리 1491 외 1필지,000-0000-0000,18,72,"샤워시설,개수대,화장실,매점,수영장","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
마이웨이 리조트 관광농원,야영장,35.53683666,128.8004774,경상남도 밀양시 산외면 엄광길 103-14,경상남도 밀양시 산외면 엄광리 1198-1외 2필지,000-0000-0000,15,80,"전기시설,개수대,매점,수영장,샤워실, 글램핑 10","소화기, CCTV,",055-355-9988,밀양시청,2019-06-05,6480000,경상남도
엄마랑 놀자 키즈글램핑,자동차야영장,35.38675332,128.6707308,경상남도 밀양시 초동면 초동중앙로 18,경상남도 밀양시 초동면 대곡리 245-3,000-0000-0000,1,120,"전기시설,샤워실,관리동,미니축구장,오락실,수영장,자전거놀이터,글램핑29","소화기, CCTV,앰프시설,화재경보감지기,야간조명,비상발전기",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
학암포자동차야영장,자동차야영장,36.89799623,126.2072633,충청남도 태안군 원북면 옥파로 1152-37,충청남도 태안군 원북면 옥파로 1152-37,041-674-3224,100,400,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
몽산포자동차야영장,자동차야영장,36.669072,126.289209,충청남도 태안군 남면 신장리 355-68,충청남도 태안군 남면 신장리 355-68,041-672-7267,159,600,하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
마검포힐링캠핑장,야영장,36.609199,126.290799,충청남도 태안군 남면 신온리 952-15,충청남도 태안군 남면 신온리 952-15,041-670-2114,9,72,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
태안둘레길캠핑장,야영장,36.93153163,126.2939816,충청남도 태안군 이원면 내리 503-8,충청남도 태안군 이원면 내리 503-8,041-675-7000,93,372,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
태안별빛오토캠핑장,자동차야영장,36.74637448,126.1838919,충청남도 태안군 소원면 법산리 897,충청남도 태안군 소원면 법산리 897,041-670-2114,60,52,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
송도오토캠핑장,야영장,36.778071,126.134623,충청남도 태안군 소원면 모항항길 106-22,충청남도 태안군 소원면 모항항길 106-22,041-670-2114,18,80,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
매화둠벙마을영농조합법인,야영장,36.81206822,126.226816,충청남도 태안군 원북면 동해길 301-41,충청남도 태안군 원북면 동해길 301-41,041-672-0109,1,136,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
구름포오토캠핑장,야영장,36.835094,126.152786,충청남도 태안군 소원면 의항리 157-3,충청남도 태안군 소원면 의항리 157-3,041-670-2114,13,60,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
용문산관광지 야영장,야영장,37.5452585,127.5830427,경기도 양평군 용문면 용문산로 641,경기도 양평군 용문면 신점리 525-2,031-772-8279,54,216,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
용문산자연휴양림,야영장,37.5163791,127.519236,경기도 양평군 양평읍 약수사길 78-14,경기도 양평군 양평읍 백안리 산68-1,031-775-4005,11,44,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
산음숲자연학교,야영장,37.60545057,127.6007835,경기도 양평군 단월면 봉미산샘골길 1,경기도 양평군 단월면 산음리 231-1,031-771-2504,15,60,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
갈기산캠핑장,야영장,37.5590406,127.7880484,경기도 양평군 청운면 신론새터길 21,경기도 양평군 청운면 신론리 189-4,000-000-0000,10,40,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
금물산하늘소캠프,야영장,37.5498603,127.7906803,경기도 양평군 청운면 삼백골길 45,경기도 양평군 청운면 도원리 837-5,000-000-0000,50,200,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
설매재자연휴양림 야영장,야영장,37.5567337,127.5094363,경기도 양평군 옥천면 용천로 510,경기도 양평군 옥천면 용천리 산29-21,031-772-5955,41,164,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
다목적광장 야영장,야영장,37.4403086,127.787752,경기도 양평군 양동면 계정점말길102번길 195,경기도 양평군 양동면 계정리 산6,031-240-8923,90,360,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
글램퍼스,야영장,37.5803859,127.6814368,경기도 양평군 단월면 대부록길 37,경기도 양평군 단월면 부안리 32,031-773-2210,5,20,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
글램핑 앤 카라반,야영장,37.5860731,127.6776613,경기도 양평군 단월면 단월로 600,경기도 양평군 단월면 부안리 55,031-773-3709,8,32,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
천사봉 오토 캠핑장,야영장,37.59499843,127.5966775,경기도 양평군 단월면 고북길 111-10,경기도 양평군 단월면 산음리 662-7,000-000-0000,32,128,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
서창캠핑장,야영장,37.43861711,126.7551534,,인천광역시 남동구 서창동 33-7,000-0000-0000,6,30,샤워실,소화기,032-453-2140,남동구청,2020-01-01,3530000,인천광역시 남동구
와이글램핑,야영장,37.52685442,127.626068,경기도 양평군 용문면 강이대길38번길 26-37,경기도 양평군 용문면 중원리 45-3,031-772-5772,10,40,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
양평 휴 캠핑 워크샵,야영장,37.5404307,127.7689958,경기도 양평군 청운면 경강로 4882,경기도 양평군 청운면 갈운리 514-5,031-773-3556,19,76,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
양평 힐인힐 야영장,야영장,37.4494423,127.6132096,경기도 양평군 지평면 부일길 35-59,경기도 양평군 지평면 옥현리 1504-1,031-774-7339,60,240,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
양평 프라자 관광농원,야영장,37.5545291,127.4536935,경기도 양평군 옥천면 사기막길 18,경기도 양평군 옥천면 신복리 253,000-000-0000,34,136,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",031-770-2069,양평군 관광과,2019-03-29,4170000,경기도 양평군
춘장대캠핑장,야영장,36.1647304,126.5258235,충청남도 서천군 서면 춘장대로 8번길 17-7,,000-0000-0000,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
춘장대나드리캠핑장,야영장,36.1630717,126.5251476,충청남도 서천군 서면 춘장대로 8번길 3,,000-0000-0000,35,140,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
백일야영장,야영장,36.1641414,126.5255713,충청남도 서천군 서면 춘장대로 8번길 15-11,,000-0000-0000,20,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
서천갯벌체험글램핑장,야영장,36.13294322,126.5623002,충청남도 서천군 서면 월하성길 96,,041-952-0332,20,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
늘푸른캠핑장,야영장,36.08525495,126.645165,충청남도 서천군 마서면 장천로 907,,041-953-1785,27,118,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
